id,global_cohesion_python,local_cohesion_python
0,0.0277129267969,0.100059604041
1,0.0117437130097,0.0045506159451
2,0.0127066844963,0.0306169908275
3,0.0141729300277,0.0136207833559
4,0.00807240940023,0.0185383035171
5,0.0928171819922,0.195007776016
6,0.015196538359,0.0082473326188
7,0.0326191355106,0.0680725579969
8,0.0051781298859,-2.63980776632e-10
9,0.0129627877131,0.0166057694272
10,0.009254327591,0.00855725358336
11,0.0128619271634,0.0234602453675
12,0.0157522026317,0.0206797285987
13,0.00677194552216,3.84695485344e-10
14,0.0212907503028,0.0201959770747
15,0.0152305342396,0.038147259992
16,0.0112618063619,1.71830200862e-09
17,0.00363381128444,0.00190476101418
18,0.0203096693903,0.0113757898189
19,0.0210724721264,0.0265669557931
20,0.0170174599403,0.0286101053158
21,0.0128877191609,0.00316680999487
22,0.0115263000906,0.00873121916732
23,0.0392218940801,0.00883195981985
24,0.0104667707328,0.0140187018682
25,0.0239303297559,0.0413656211589
26,0.00970883033377,0.00334422607078
27,0.0100094656077,0.0297749773139
28,0.014732256575,6.96469485259e-10
29,0.0171292952723,0.0394544696875
30,0.0155147613183,0.0288456383102
31,0.00926169721987,0.00358181136849
32,0.0231232238934,0.0250027224434
33,0.014338035328,0.0123821546679
34,0.00773251464112,-6.4578768999e-09
35,0.0141916708482,0.00802297074701
36,0.0115858239281,0.0104125866388
37,0.00995319781855,0.0068325047366
38,0.00735508822627,0.0108864567001
39,0.015816938109,0.012857570199
40,0.0128498428551,0.00811977733109
41,0.0138192428651,0.00619552080225
42,0.00441715399757,0.0133946590283
43,0.0109087371019,0.0193727901284
44,0.0101584261155,0.00446998006371
45,0.0200901761821,0.0160427486997
46,0.0144208991527,0.0190954226021
47,0.0117354010694,-1.12959508414e-09
48,0.0186321927542,0.0159514404308
49,0.0133664951778,0.025401946707
50,0.0131059792003,0.0235547487257
51,0.0242253370004,0.0050719805015
52,0.00773813888772,0.00461418687471
53,0.0171110887513,0.0367816391316
54,0.00771729932453,6.60424533243e-10
55,0.0167998164472,0.0315680839104
56,0.00842164033616,0.0159401006633
57,0.0118214090845,0.0120379324104
58,0.00450782549412,0.00551280988508
59,0.0174173445558,0.0109727838509
60,0.0247579979245,0.0310491801913
61,0.0243347931575,0.0515622362075
62,0.0140994804591,0.0287297812633
63,0.00937813389594,0.0270997315469
64,0.0125412033189,0.0157861157072
65,0.0148879015554,0.0261836366886
66,0.0160246618625,0.0123539259098
67,0.0136011963231,0.0155237577233
68,0.0175560882825,0.0309179389583
69,0.0445229926583,0.007508341388
70,0.020738174042,0.0267076221676
71,0.0158012251924,0.0013271866122
72,0.0103190949272,0.0119527191963
73,0.0128666706112,0.0126714738811
74,0.0145061635444,1.14212337365e-09
75,0.0131078029744,0.00690705460943
76,0.0157841588818,0.0103663729439
77,0.00883089603828,0.00145756365986
78,0.0124222356039,0.0241503901701
79,0.0137449175736,0.0282473657917
80,0.0157129856399,0.0354252509013
81,0.0167515500835,0.0168739608567
82,0.0102096649511,0.010654614853
83,0.0256682291323,0.0280741371039
84,0.0122521319843,0.0178743947792
85,0.0129433480343,0.0253449774469
86,0.0147979119153,0.0114064784886
87,0.00916778700305,0.00875870201597
88,0.0111963326867,0.0144390948526
89,0.0147573493503,0.0176365709889
90,0.00468826894682,-7.6929955739e-10
91,0.0510034328208,0.0724007289376
92,0.0174467253592,0.0317574102112
93,0.012070567257,0.017567900765
94,0.0114477564241,0.00813993498829
95,0.015249175303,0.0204433786887
96,0.0150709057472,0.0166164791365
97,0.0157799972087,0.0474491984972
98,0.00829780649175,0.00926864663295
99,0.0149265289231,0.0140626381971
100,0.0102122930574,0.00252601369592
101,0.0211370135855,0.0142914977872
102,0.00931382258326,0.0185881537093
103,0.0166232300995,0.00818009546683
104,0.0192303176454,0.0330693720721
105,0.0146229361373,0.0103832285639
106,0.0243682645276,0.0474048848281
107,0.0173000041115,0.0283589604022
108,0.0120902562266,0.0194960531104
109,0.0107009091117,0.0146788375448
110,0.0129875660633,0.00581841812602
111,0.0145359082576,0.0163045001743
112,0.00636467615199,0.00572090133447
113,0.00375311388196,-2.26311705883e-09
114,0.0232500506752,0.0348251169741
115,0.00603754307105,0.0207922745173
116,0.00890780077229,0.0124370249886
117,0.00764278795752,0.014412948052
118,0.0119942384236,0.0112644929807
119,0.0246771643155,0.022160902764
120,0.0120020763528,0.00417548238517
121,0.0123047167213,0.0245260410054
122,0.0190667778209,0.00841556459149
123,0.0100549768928,0.0218662156516
124,0.00790091034404,-6.25833409787e-10
125,0.0116176631534,0.00752629731066
126,0.0136199408911,0.0129217869511
127,0.0136763012374,0.0413466706618
128,0.019389914865,0.0403372643762
129,0.0104868277868,0.0116742644278
130,0.0120628262481,0.0224137895698
131,0.0166364602578,0.0230450205274
132,0.0166065228027,0.0125265169756
133,0.0321143616821,0.0173870163441
134,0.0206180987968,0.021563688699
135,0.0138918921748,0.0103021228797
136,0.0116238475161,0.0199394548627
137,0.00915689672086,0.0154525081099
138,0.0171225476316,0.0706948479099
139,0.0148177360387,0.0205887022058
140,0.00974236188677,0.00400629492344
141,0.0112991945363,0.0117858270444
142,0.0155927954491,0.0165792556343
143,0.00978222439322,0.019627666893
144,0.0229108061915,0.0173900397975
145,0.015761811904,0.0178757954687
146,0.0121787425565,0.0243243110135
147,0.018792231011,0.0211505353218
148,0.0122308939704,0.0196771453859
149,0.0258068706234,0.0421901214277
150,0.0194889040218,0.0200193390212
151,0.0189586986486,0.00913650748666
152,0.020583283529,0.00842862734592
153,0.0243989715696,0.0296298479278
154,0.0124966362124,0.00755686622327
155,0.0127657758885,0.00436878796111
156,0.0158822696387,0.0302920132696
157,0.0224122427112,0.0291961308596
158,0.0227795460145,0.0113405775164
159,0.0102973270232,0.00787215708296
160,0.0131784818839,0.00500773380832
161,0.0277324574753,0.0389788307938
162,0.00369578328728,0.011646405355
163,0.0103500733773,0.0
164,0.0288221555978,0.0546458855445
165,0.0103283427838,0.010270918282
166,0.0127740529923,0.0282268048275
167,0.0335056442837,0.0466498850012
168,0.0177587732675,0.0154567134472
169,0.00897389240811,0.0119698732209
170,0.0145695825845,0.0194070906661
171,0.0109996954196,0.00915938393601
172,0.0123873605467,0.0201665943954
173,0.0160629118455,0.00711927869664
174,0.0151576852913,0.0246081762678
175,0.00784198606248,0.00608455366604
176,0.0122883462944,0.010133879282
177,0.0140734453874,0.0169907328084
178,0.020637818555,0.0234011477167
179,0.00728627185373,0.0114246506892
180,0.0115048424558,0.0108361936963
181,0.00773926054734,0.00460074451036
182,0.0244940557653,0.0237703916333
183,0.0196635374965,0.0260487969777
184,0.00814347794636,0.00334020197415
185,0.0150153513505,0.0384676374253
186,0.0141296838598,0.00509583684215
187,0.00478529249103,0.00452149490748
188,0.0133722861901,0.034894538077
189,0.023235560125,0.0270514653274
190,0.0131388912231,0.00918456607117
191,0.00746353444853,0.0223600283579
192,0.0139954511297,0.0131519547665
193,0.0121545332053,0.0035066613815
194,0.0106882588388,0.0254746937804
195,0.0102782844666,0.0183034713421
196,0.0137156621785,0.0186548879743
197,0.0091495434113,0.0135784633865
198,0.0249056564392,0.0265986427488
199,0.0119182294701,0.00731586197227
200,0.0147724452609,0.0163178201437
201,0.0081788895425,0.00964260465832
202,0.00688900012132,0.006493017399
203,0.0397632273601,0.0147980945295
204,0.00906625188635,0.014072016694
205,0.0131614023079,0.0117079844599
206,0.0321702310915,0.0354870128892
207,0.00521166855536,0.00437516860956
208,0.0167413793178,0.0215264698838
209,0.00991390896624,0.00568391874881
210,0.0271478621422,0.0107430033791
211,0.0137585978517,0.00867610839805
212,0.0153981352674,0.0351101212386
213,0.0141040207745,0.00558463246843
214,0.0149557170002,0.0284016750235
215,0.00807830907249,3.86591795613e-10
216,0.00587086752679,0.00217038074285
217,0.0277981851259,0.0830975326144
218,0.00896524227146,0.00850138876102
219,0.00475567153283,0.00977319252153
220,0.00909479272353,0.0163495545906
221,0.0161703133608,0.0365465861082
222,0.00997132171175,0.0293501853447
223,0.0150851384716,0.0170227093137
